"playerID","yearID","stint","teamID","lgID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP"
"jayjo02",2015,1,"SLN","NL",79,210,25,44,5,1,1,10,0,2,19,36,5,11,3,2,7
"johnsch05",2015,1,"ATL","NL",56,153,12,36,7,0,2,11,2,1,7,49,0,1,0,1,3
"johnske05",2015,1,"ATL","NL",62,182,20,50,5,0,9,34,1,1,13,43,1,0,0,1,4
"jonesad01",2015,1,"BAL","AL",137,546,74,147,25,3,27,82,3,1,24,102,3,8,0,3,21
"josepca01",2015,1,"BAL","AL",100,320,38,75,16,1,11,49,0,0,27,72,2,3,3,1,7
"joycema01",2015,1,"LAA","AL",93,247,17,43,12,1,5,21,0,3,30,67,1,4,1,2,5
"kangju01",2015,1,"PIT","NL",126,421,60,121,24,2,15,58,5,4,28,99,0,17,0,1,10
"kempma01",2015,1,"SDN","NL",154,596,80,158,31,3,23,100,12,2,39,147,0,5,0,8,17
"kendrho01",2015,1,"LAN","NL",117,464,64,137,22,2,9,54,6,2,27,82,1,2,1,1,17
"kiermke01",2015,1,"TBA","AL",151,505,62,133,25,12,10,40,18,5,24,95,0,2,2,2,7
"kinslia01",2015,1,"DET","AL",154,624,94,185,35,7,11,73,10,6,43,80,0,3,0,5,13
"kipnija01",2015,1,"CLE","AL",141,565,86,171,43,7,9,52,12,8,57,107,6,9,4,6,5
"lagarju01",2015,1,"NYN","NL",143,441,47,114,16,5,6,41,7,3,16,87,2,4,1,3,6
"lambja01",2015,1,"ARI","NL",107,350,38,92,15,5,6,34,3,2,36,97,3,1,0,3,5
"larocad01",2015,1,"CHA","AL",127,429,41,89,21,0,12,44,0,0,49,133,0,4,0,2,10
"lawribr01",2015,1,"OAK","AL",149,562,64,146,29,3,16,60,5,2,28,144,1,5,3,4,8
"lemahdj01",2015,1,"COL","NL",150,564,85,170,21,5,6,61,23,3,50,107,4,1,3,2,20
"lindad01",2015,1,"MIL","NL",149,502,72,139,32,0,20,87,0,0,66,100,11,1,0,3,7
"lindofr01",2015,1,"CLE","AL",99,390,50,122,22,4,12,51,12,2,27,69,0,1,13,7,12
"loneyja01",2015,1,"TBA","AL",104,361,25,101,16,0,4,32,2,4,23,34,5,1,0,3,10
"longoev01",2015,1,"TBA","AL",160,604,74,163,35,1,21,73,3,1,51,132,8,6,0,9,11
"lowrije01",2015,1,"HOU","AL",69,230,35,51,14,0,9,30,1,0,28,43,5,3,0,2,3
"lucrojo01",2015,1,"MIL","NL",103,371,51,98,20,3,7,43,1,0,36,64,0,1,1,6,18
"machama01",2015,1,"BAL","AL",162,633,102,181,30,1,35,86,20,8,70,111,2,4,2,4,17
"maldoma01",2015,1,"MIL","NL",79,229,19,48,7,0,4,22,0,1,23,65,3,1,1,2,6
"marisja01",2015,1,"HOU","AL",133,339,46,80,15,4,9,36,24,9,18,105,0,5,6,4,2
"markani01",2015,1,"ATL","NL",156,612,73,181,38,1,3,53,2,1,70,83,11,3,0,1,17
"marteke01",2015,1,"SEA","AL",57,219,25,62,14,3,2,17,8,4,24,43,0,0,2,2,1
"martest01",2015,1,"PIT","NL",153,579,84,166,30,2,19,81,30,10,27,123,3,19,3,5,14
"martijd02",2015,1,"DET","AL",158,596,93,168,33,2,38,102,3,2,53,178,7,5,0,3,11
"martile01",2015,1,"TEX","AL",95,288,26,63,12,0,5,25,14,5,16,69,1,2,3,1,5
"martiru01",2015,1,"TOR","AL",129,441,76,106,23,2,23,77,4,5,53,106,1,8,0,5,22
"martivi01",2015,1,"DET","AL",120,440,39,108,20,0,11,64,0,0,31,52,8,7,0,7,18
"mauerjo01",2015,1,"MIN","AL",158,592,69,157,34,2,10,66,2,1,67,112,12,1,1,5,22
"maxweju01",2015,1,"SFN","NL",100,249,26,52,8,2,7,26,2,1,20,76,1,3,1,1,4
"maybica01",2015,1,"ATL","NL",141,505,65,135,18,2,10,59,23,6,45,102,1,1,1,3,16
"mccanbr01",2015,1,"NYA","AL",135,465,68,108,15,1,26,94,0,0,52,97,3,11,0,7,7
"mccanja02",2015,1,"DET","AL",114,401,32,106,18,5,7,41,0,1,16,90,0,3,4,1,17
"mccutan01",2015,1,"PIT","NL",157,566,91,165,36,3,23,96,11,5,98,133,12,12,0,9,9
"mercejo03",2015,1,"PIT","NL",116,394,34,96,21,0,3,34,3,2,27,73,7,2,4,3,7
"middlwi01",2015,1,"SDN","NL",83,255,23,54,7,2,9,29,2,1,11,60,0,0,0,4,4
"millebr02",2015,1,"SEA","AL",144,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7
"molinya01",2015,1,"SLN","NL",136,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16
"montemi01",2015,1,"CHN","NL",113,347,36,86,11,0,15,53,1,1,49,103,5,4,0,3,9
"moorety01",2015,1,"WAS","NL",97,187,14,38,12,0,6,27,0,0,11,45,2,1,0,1,2
"moralke01",2015,1,"KCA","AL",158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24
"morelmi01",2015,1,"TEX","AL",132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9
"morneju01",2015,1,"COL","NL",49,168,19,52,10,3,3,15,0,0,13,25,2,1,0,0,2
"morrilo01",2015,1,"SEA","AL",146,457,47,103,15,3,17,54,8,4,47,81,5,4,1,2,7
"morsemi01",2015,1,"MIA","NL",53,160,8,34,4,0,4,12,0,0,12,55,0,2,0,0,6
"mossbr01",2015,1,"CLE","AL",94,337,36,73,17,1,15,50,0,0,32,106,2,3,0,3,9
"moustmi01",2015,1,"KCA","AL",147,549,73,156,34,1,22,82,1,2,43,76,1,13,4,5,14
"murphda07",2015,1,"CLE","AL",84,206,22,61,12,1,5,27,0,1,16,29,1,1,1,4,4
"murphda07",2015,2,"LAA","AL",48,155,16,41,6,0,5,23,0,1,4,20,0,0,0,1,2
"murphda08",2015,1,"NYN","NL",130,499,56,140,38,2,14,73,2,2,31,38,10,2,0,6,15
"murphjr01",2015,1,"NYA","AL",67,155,21,43,9,1,3,14,0,0,12,43,0,1,1,3,4
"myerswi01",2015,1,"SDN","NL",60,225,40,57,13,1,8,29,5,2,27,55,0,1,0,0,2
"napolmi01",2015,1,"BOS","AL",98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10
"navardi01",2015,1,"TOR","AL",54,171,17,42,7,0,5,20,0,0,17,29,1,0,0,4,0
"norride01",2015,1,"SDN","NL",147,515,65,129,33,2,14,62,4,1,35,131,1,6,0,1,5
"nunezed02",2015,1,"MIN","AL",72,188,23,53,14,1,4,20,8,4,12,29,0,1,2,1,1
"odorro01",2015,1,"TEX","AL",120,426,54,111,21,9,16,61,6,7,23,79,2,14,2,5,3
"orlanpa01",2015,1,"KCA","AL",86,241,31,60,14,6,7,27,3,3,5,53,0,2,2,1,0
"ortizda01",2015,1,"BOS","AL",146,528,73,144,37,0,37,108,0,1,77,95,16,0,0,9,16
"owingch01",2015,1,"ARI","NL",147,515,59,117,27,5,4,43,16,4,26,144,3,1,7,3,9
"ozunama01",2015,1,"MIA","NL",123,459,47,119,27,0,10,44,2,3,30,110,1,3,0,2,10
"paganan01",2015,1,"SFN","NL",133,512,55,134,21,3,3,37,12,4,32,93,0,1,0,6,12
"panikjo01",2015,1,"SFN","NL",100,382,59,119,27,2,8,37,3,2,38,42,0,5,3,4,7
"paredji01",2015,1,"BAL","AL",104,363,46,100,17,2,10,42,4,4,19,111,0,0,0,2,8
"parrage01",2015,1,"MIL","NL",100,323,53,106,24,5,9,31,9,3,20,57,2,3,1,4,7
"parrage01",2015,2,"BAL","AL",55,224,30,53,12,0,5,20,5,1,8,35,1,2,3,1,1
"paulsbe01",2015,1,"COL","NL",116,325,42,90,19,4,11,49,1,2,23,92,0,2,1,3,5
"pearcst01",2015,1,"BAL","AL",92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11
"pederjo01",2015,1,"LAN","NL",151,480,67,101,19,1,26,54,4,7,92,170,6,9,2,2,5
"pedrodu01",2015,1,"BOS","AL",93,381,46,111,19,1,12,42,2,2,38,51,1,2,1,3,6
"penabr01",2015,1,"CIN","NL",108,333,17,91,17,0,0,18,2,0,29,34,1,2,2,1,10
"pencehu01",2015,1,"SFN","NL",52,207,30,57,13,1,9,40,4,1,16,48,0,0,0,0,8
"peralda01",2015,1,"ARI","NL",149,462,61,144,26,10,17,78,9,4,44,107,2,4,0,7,7
"peraljh01",2015,1,"SLN","NL",155,579,64,159,26,1,17,71,1,4,50,111,6,5,0,6,23
"perezca02",2015,1,"LAA","AL",86,260,20,65,13,0,4,21,2,0,19,49,0,0,2,2,7
"perezhe01",2015,2,"MIL","NL",90,230,13,62,15,2,1,21,4,1,4,48,1,0,3,1,4
"perezro02",2015,1,"CLE","AL",70,184,30,42,9,1,7,21,0,0,33,64,1,2,5,2,9
"perezsa02",2015,1,"KCA","AL",142,531,52,138,25,0,21,70,1,0,13,82,4,4,0,5,23
"peterja01",2015,1,"ATL","NL",152,528,55,126,23,5,6,52,12,10,56,120,4,3,7,3,5
"petersh01",2015,1,"MIL","NL",93,201,22,52,7,3,2,16,0,1,20,55,1,0,3,1,3
"phamth01",2015,1,"SLN","NL",52,153,28,41,7,5,5,18,2,0,19,41,1,0,0,1,1
"phegljo01",2015,1,"OAK","AL",73,225,27,56,16,1,9,34,0,0,14,51,0,3,0,1,5
"phillbr01",2015,1,"CIN","NL",148,588,69,173,19,2,12,70,23,3,27,68,1,4,1,3,13
"pierzaj01",2015,1,"ATL","NL",113,407,38,122,24,1,9,49,0,2,19,37,2,7,0,3,19
"pillake01",2015,1,"TOR","AL",159,586,76,163,31,2,12,56,25,4,28,85,1,5,4,5,9
"piscost01",2015,1,"SLN","NL",63,233,29,71,15,4,7,39,2,1,20,56,2,1,0,2,7
"plaweke01",2015,1,"NYN","NL",73,233,18,51,9,0,3,21,0,0,17,60,4,4,1,3,4
"plouftr01",2015,1,"MIN","AL",152,573,74,140,35,4,22,86,2,1,50,124,0,4,1,4,28
"polangr01",2015,1,"PIT","NL",153,593,83,152,35,6,9,52,27,10,55,121,6,1,1,2,5
"polloaj01",2015,1,"ARI","NL",157,609,111,192,39,6,20,76,39,7,53,89,0,2,0,9,19
"poseybu01",2015,1,"SFN","NL",150,557,74,177,28,0,19,95,2,0,56,52,10,3,0,7,17
"pradoma01",2015,1,"MIA","NL",129,500,52,144,22,2,9,63,1,0,37,68,4,5,1,8,9
"puigya01",2015,1,"LAN","NL",79,282,30,72,12,3,11,38,3,3,26,66,1,2,0,1,1
"pujolal01",2015,1,"LAA","AL",157,602,85,147,22,0,40,95,5,3,50,72,10,6,0,3,15
"raburry01",2015,1,"CLE","AL",82,173,22,52,16,1,8,29,0,0,23,44,3,4,0,1,5
"ramiral03",2015,1,"CHA","AL",154,583,54,145,33,0,10,62,17,7,31,68,2,1,1,6,18
"ramirar01",2015,1,"MIL","NL",81,279,25,69,18,0,11,42,1,0,16,42,3,4,0,3,12
"ramirar01",2015,2,"PIT","NL",56,196,18,48,13,1,6,33,0,0,15,26,0,1,0,2,11
"ramirha01",2015,1,"BOS","AL",105,401,59,100,12,1,19,53,6,3,21,71,2,4,0,4,11
"ramirjo01",2015,1,"CLE","AL",97,315,50,69,14,3,6,27,10,4,32,39,0,1,5,2,5
"ramoswi01",2015,1,"WAS","NL",128,475,41,109,16,0,15,68,0,0,21,101,2,0,0,8,16
"rasmuco01",2015,1,"HOU","AL",137,432,67,103,23,2,25,61,2,1,47,154,0,2,1,3,6
"realmjt01",2015,1,"MIA","NL",126,441,49,114,21,7,10,47,8,4,19,70,2,2,1,4,11
"reddijo01",2015,1,"OAK","AL",149,526,67,143,25,4,20,77,10,2,49,65,1,0,1,2,7
"reimono01",2015,1,"BAL","AL",61,170,24,42,5,1,6,20,0,0,23,47,2,2,0,0,2
"rendoan01",2015,1,"WAS","NL",80,311,43,82,16,0,5,25,1,2,36,70,0,4,0,4,8
"reverbe01",2015,1,"PHI","NL",96,366,49,109,13,6,1,26,24,5,19,36,0,1,2,0,4
"reverbe01",2015,2,"TOR","AL",56,226,35,72,9,1,1,19,7,2,13,28,0,1,3,3,1
"reyesjo01",2015,1,"TOR","AL",69,288,36,82,17,0,4,34,16,2,17,38,0,0,4,2,3
"reyesjo01",2015,2,"COL","NL",47,193,21,50,8,2,3,19,8,4,9,24,0,0,5,1,3
"reynoma01",2015,1,"SLN","NL",140,382,35,88,21,2,13,48,2,3,44,121,2,4,0,2,10
"riosal01",2015,1,"KCA","AL",105,385,40,98,22,2,4,32,9,0,15,67,0,5,0,6,10
"riverre01",2015,1,"TBA","AL",110,298,16,53,14,0,5,26,0,0,11,86,0,3,5,2,4
"rizzoan01",2015,1,"CHN","NL",160,586,94,163,38,3,31,101,17,6,78,105,9,30,0,7,9
"robincl01",2015,1,"WAS","NL",126,309,44,84,15,1,10,34,0,0,37,52,4,5,0,1,6
"robinsh01",2015,1,"MIN","AL",83,180,28,45,7,3,0,16,6,1,12,29,0,1,3,1,4
"rodrial01",2015,1,"NYA","AL",151,523,83,131,22,1,33,86,4,0,84,145,5,6,0,7,17
"rodrise01",2015,1,"PIT","NL",139,224,25,55,12,1,4,17,2,2,5,63,0,6,5,0,9
"rogerja02",2015,1,"MIL","NL",86,152,22,45,6,2,4,16,0,0,15,34,0,2,0,0,2
"rolliji01",2015,1,"LAN","NL",144,517,71,116,24,3,13,41,12,8,44,86,0,0,1,1,12
"rominan01",2015,1,"DET","AL",109,184,25,47,5,0,2,15,10,5,11,46,1,3,4,1,4
"rosared01",2015,1,"MIN","AL",122,453,60,121,18,15,13,50,11,6,15,118,3,0,3,3,5
"rosarwi01",2015,1,"COL","NL",87,231,22,62,14,1,6,29,2,1,8,56,2,1,1,1,8
"rossda01",2015,1,"CHN","NL",72,159,6,28,9,0,1,9,1,0,20,61,7,0,2,1,1
"rufda01",2015,1,"PHI","NL",106,268,30,63,12,0,12,39,1,0,21,69,0,5,0,3,7
"ruizca01",2015,1,"PHI","NL",86,284,23,60,13,1,2,22,1,1,28,43,2,4,3,1,13
"ruppca01",2015,1,"PHI","NL",81,270,24,63,9,1,9,28,0,1,24,71,5,3,0,2,8
"russead02",2015,1,"CHN","NL",142,475,60,115,29,1,13,54,4,3,42,149,2,3,1,2,8
"saladty01",2015,1,"CHA","AL",68,236,33,53,6,4,4,20,8,2,12,51,0,2,3,1,9
"saltaja01",2015,2,"ARI","NL",70,171,23,43,14,0,8,23,0,0,19,57,0,2,1,1,3
"sanchca01",2015,1,"CHA","AL",120,389,40,87,23,1,5,31,2,2,19,81,0,5,6,1,9
"sandopa01",2015,1,"BOS","AL",126,470,43,115,25,1,10,47,0,0,25,73,1,7,1,2,14
"sanomi01",2015,1,"MIN","AL",80,279,46,75,17,1,18,52,1,1,53,119,1,1,0,2,4
"santaca01",2015,1,"CLE","AL",154,550,72,127,29,2,19,85,11,3,108,122,8,3,0,5,20
"santada01",2015,1,"MIN","AL",91,261,30,56,10,5,0,21,8,4,6,68,1,3,7,0,7
"schoojo01",2015,1,"BAL","AL",86,305,34,85,17,0,15,39,2,0,9,79,0,4,1,2,9
"schumsk01",2015,1,"CIN","NL",131,244,23,59,20,0,1,21,2,2,23,51,2,0,0,1,7
"schwaky01",2015,1,"CHN","NL",69,232,52,57,6,1,16,43,3,3,36,77,1,4,0,1,4
"seageky01",2015,1,"SEA","AL",161,623,85,166,37,0,26,74,6,6,54,98,6,5,0,4,17
"segurje01",2015,1,"MIL","NL",142,560,57,144,16,5,6,50,25,6,13,93,2,6,3,2,14
"semiema01",2015,1,"OAK","AL",155,556,65,143,23,7,15,45,11,5,42,132,1,1,1,1,16
"shawtr01",2015,1,"BOS","AL",65,226,31,61,10,0,13,36,0,1,18,57,1,2,0,2,1
"simmoan01",2015,1,"ATL","NL",147,535,60,142,23,2,4,44,5,3,39,48,6,6,1,2,19
"sizemgr01",2015,2,"TBA","AL",58,175,20,45,12,0,6,27,3,3,14,37,0,2,0,1,1
"smithse01",2015,1,"SEA","AL",136,395,54,98,31,5,12,42,0,0,47,99,4,4,1,5,15
"smoakju01",2015,1,"TOR","AL",132,296,44,67,16,1,18,59,0,0,29,86,0,2,0,1,10
"snidetr01",2015,1,"BAL","AL",69,211,23,50,9,2,3,20,1,0,23,56,1,2,0,0,3
"sogarer01",2015,1,"OAK","AL",120,372,40,92,12,3,1,37,6,1,23,50,1,2,3,1,9
"solarya01",2015,1,"SDN","NL",152,526,63,142,33,4,14,63,1,0,34,56,0,6,2,3,15
"solerjo01",2015,1,"CHN","NL",101,366,39,96,18,1,10,47,3,1,32,121,5,3,0,3,9
"sotoge01",2015,1,"CHA","AL",78,187,20,41,8,0,9,21,0,1,21,63,0,1,1,0,2
"souzast01",2015,1,"TBA","AL",110,373,59,84,15,1,16,40,12,6,46,144,0,5,1,1,7
"spande01",2015,1,"WAS","NL",61,246,38,74,17,0,5,22,11,0,25,26,0,1,1,2,5
"spangco01",2015,1,"SDN","NL",108,303,38,82,17,5,4,21,9,4,28,75,1,2,8,3,4
"springe01",2015,1,"HOU","AL",102,388,59,107,19,2,16,41,16,4,50,109,0,8,2,3,4
"stantmi03",2015,1,"MIA","NL",74,279,47,74,12,1,27,67,4,2,34,95,6,2,0,3,5
"stewach01",2015,1,"PIT","NL",58,159,9,46,8,0,0,15,0,0,6,29,0,2,3,2,3
"suareeu01",2015,1,"CIN","NL",97,372,42,104,19,2,13,48,4,1,17,94,0,3,4,2,7
"suzukic01",2015,1,"MIA","NL",153,398,45,91,5,6,1,21,11,5,31,51,1,0,5,4,8
"suzukku01",2015,1,"MIN","AL",131,433,36,104,17,0,5,50,0,0,29,59,4,7,6,4,14
"swihabl01",2015,1,"BOS","AL",84,288,47,79,17,1,5,31,4,2,18,77,0,1,2,0,8
"taylomi02",2015,1,"WAS","NL",138,472,49,108,15,2,14,63,16,3,35,158,9,1,1,2,5
"teixema01",2015,1,"NYA","AL",111,392,57,100,22,0,31,79,2,0,59,85,6,6,0,5,7
"tejadru01",2015,1,"NYN","NL",116,360,36,94,23,0,3,28,2,1,38,70,5,5,2,2,6
"tomasya01",2015,1,"ARI","NL",118,406,40,111,19,3,9,48,5,2,17,110,0,2,0,1,16
"tomlike01",2015,1,"SFN","NL",54,178,23,54,6,3,2,20,5,4,14,40,0,1,0,0,3
"travide01",2015,1,"TOR","AL",62,217,38,66,18,0,8,35,3,1,18,43,0,2,0,1,4
"troutmi01",2015,1,"LAA","AL",159,575,104,172,32,6,41,90,11,7,92,158,14,10,0,5,11
"trumbma01",2015,1,"ARI","NL",46,174,23,45,10,3,9,23,0,0,10,39,0,0,0,0,4
"trumbma01",2015,2,"SEA","AL",96,334,39,88,13,0,13,41,0,0,26,93,1,0,0,1,8
"tuckepr01",2015,1,"HOU","AL",98,300,35,73,19,0,13,33,0,2,20,68,0,3,0,0,3
"tulowtr01",2015,1,"COL","NL",87,323,46,97,19,0,12,53,0,0,24,72,4,1,0,3,13
"tulowtr01",2015,2,"TOR","AL",41,163,31,39,8,0,5,17,1,0,14,42,1,5,0,1,4
"turneju01",2015,1,"LAN","NL",126,385,55,113,26,1,16,60,5,2,36,71,1,13,1,4,10
"uptonbj01",2015,1,"SDN","NL",87,205,23,53,12,4,5,17,9,3,21,62,2,0,2,0,1
"uptonju01",2015,1,"SDN","NL",150,542,85,136,26,3,26,81,19,5,68,159,5,4,0,5,10
"uribeju01",2015,2,"ATL","NL",46,151,17,43,6,0,7,17,1,0,15,37,2,1,0,0,5
"urshegi01",2015,1,"CLE","AL",81,267,25,60,8,1,6,21,0,1,18,58,0,2,1,0,9
"utleych01",2015,1,"PHI","NL",73,249,23,54,12,1,5,30,3,0,22,35,4,4,0,7,6
"valbulu01",2015,1,"HOU","AL",132,434,62,97,18,0,25,56,1,0,50,106,1,6,0,3,13
"valenda01",2015,1,"TOR","AL",58,162,26,48,13,0,7,29,2,1,9,40,0,0,1,1,4
"valenda01",2015,2,"OAK","AL",47,183,33,52,10,1,11,37,0,1,20,40,3,1,0,1,9
"vanslsc01",2015,1,"LAN","NL",96,222,19,53,14,0,6,30,3,1,23,62,2,4,1,3,5
"vargake01",2015,1,"MIN","AL",58,175,18,42,4,0,5,17,0,0,9,54,0,0,0,0,7
"venabwi01",2015,1,"SDN","NL",98,283,34,73,10,3,6,30,11,1,25,73,1,0,0,0,8
"vogtst01",2015,1,"OAK","AL",136,445,58,116,21,3,18,71,0,2,56,97,6,2,0,8,9
"vottojo01",2015,1,"CIN","NL",158,545,95,171,33,2,29,80,11,3,143,135,15,5,0,2,11
"walkene01",2015,1,"PIT","NL",151,543,69,146,32,3,16,71,4,1,44,110,5,8,0,8,9
"werthja01",2015,1,"WAS","NL",88,331,51,73,16,1,12,42,0,1,38,84,0,3,0,6,8
"wietema01",2015,1,"BAL","AL",75,258,24,69,14,1,8,25,0,0,21,67,0,0,0,3,4
"wongko01",2015,1,"SLN","NL",150,557,71,146,28,4,11,61,15,8,36,95,2,15,0,5,10
"wrighda03",2015,1,"NYN","NL",38,152,24,44,7,0,5,17,2,1,22,36,0,0,0,0,4
"yelicch01",2015,1,"MIA","NL",126,476,63,143,30,2,7,44,16,5,47,101,2,2,0,0,13
"youngch04",2015,1,"NYA","AL",140,318,53,80,20,1,14,42,3,1,30,73,2,3,3,2,6
"youngde03",2015,1,"BAL","AL",52,174,20,47,6,0,2,16,0,0,4,29,0,1,0,1,8
"zimmery01",2015,1,"WAS","NL",95,346,43,86,25,1,16,73,1,0,33,79,0,1,0,10,13
"zobribe01",2015,1,"OAK","AL",67,235,39,63,20,2,6,33,1,1,33,26,2,0,0,3,5
"zobribe01",2015,2,"KCA","AL",59,232,37,66,16,1,7,23,2,3,29,30,1,1,0,2,3
"zuninmi01",2015,1,"SEA","AL",112,350,28,61,11,0,11,28,0,1,21,132,0,5,8,2,6
"abreujo02",2016,1,"CHA","AL",159,624,67,183,32,1,25,100,0,2,47,125,7,15,0,9,21
"adamecr01",2016,1,"COL","NL",121,225,25,49,7,3,2,17,2,3,24,47,0,4,3,0,5
"adamsma01",2016,1,"SLN","NL",118,297,37,74,18,0,16,54,0,1,25,81,1,2,0,3,5
"ahmedni01",2016,1,"ARI","NL",90,284,26,62,9,1,4,20,5,2,15,58,3,4,2,3,9
"almonab01",2016,1,"CLE","AL",67,182,24,48,20,1,1,22,8,0,8,42,1,1,0,3,5
"alonsyo01",2016,1,"OAK","AL",156,482,52,122,34,0,7,56,3,1,45,74,1,1,0,4,15
"altheaa01",2016,1,"PHI","NL",57,198,23,39,6,0,4,22,7,2,23,69,2,6,0,0,4
"altuvjo01",2016,1,"HOU","AL",161,640,108,216,42,5,24,96,30,10,60,70,11,7,3,7,15
"alvarpe01",2016,1,"BAL","AL",109,337,43,84,20,0,22,49,1,0,37,97,1,0,0,2,6
"anderti01",2016,1,"CHA","AL",99,410,57,116,22,6,9,30,10,2,13,117,0,1,6,1,15
"andruel01",2016,1,"TEX","AL",147,506,75,153,31,7,8,69,24,8,47,70,2,4,4,7,18
"aokino01",2016,1,"SEA","AL",118,417,63,118,24,4,4,28,7,9,34,45,0,9,5,1,9
"arciaor01",2016,1,"MIL","NL",55,201,21,44,10,3,4,17,8,0,15,47,0,0,0,0,6
"arenano01",2016,1,"COL","NL",160,618,116,182,35,6,41,133,2,3,68,103,10,2,0,8,17
"ascheco01",2016,1,"PHI","NL",71,197,22,42,15,0,4,18,3,1,18,54,0,2,0,1,1
"avilaal01",2016,1,"CHA","AL",57,169,19,36,6,0,7,11,0,0,38,78,0,1,0,1,3
"avilemi01",2016,1,"DET","AL",68,167,17,35,5,1,1,6,2,2,9,27,0,2,3,0,5
"aybarer01",2016,1,"ATL","NL",97,335,27,81,14,2,2,26,3,5,20,59,5,6,3,4,14
"baezja01",2016,1,"CHN","NL",142,421,50,115,19,1,14,59,12,3,15,108,3,11,1,2,8
"bandyje01",2016,1,"LAA","AL",70,209,23,49,9,0,8,25,1,0,11,38,0,4,3,4,5
"barneda01",2016,1,"TOR","AL",104,279,35,75,13,2,4,19,2,2,22,48,1,1,2,2,8
"barnhtu01",2016,1,"CIN","NL",115,377,34,97,23,1,7,51,1,0,36,72,8,2,2,3,12
"bautijo02",2016,1,"TOR","AL",116,423,68,99,24,1,22,69,2,2,87,103,1,3,0,4,21
"beckhgo01",2016,1,"ATL","NL",85,240,25,52,16,1,5,30,1,0,26,50,1,4,0,3,12
"beckhti01",2016,1,"TBA","AL",64,198,25,49,12,5,5,16,2,1,14,67,0,1,2,0,3
"beltbr01",2016,1,"SFN","NL",156,542,77,149,41,8,17,82,0,4,104,148,4,5,0,4,7
"beltrad01",2016,1,"TEX","AL",153,583,89,175,31,1,32,104,1,1,48,66,6,6,0,3,10
"beltrca01",2016,1,"NYA","AL",99,359,50,109,21,0,22,64,0,0,22,70,3,2,0,4,13
"beltrca01",2016,2,"TEX","AL",52,193,23,54,12,0,7,29,1,0,13,31,1,0,0,0,6
"bethach01",2016,1,"SDN","NL",73,193,20,44,9,0,6,25,1,2,10,56,0,0,0,1,9
"bettsmo01",2016,1,"BOS","AL",158,672,122,214,42,5,31,113,26,4,49,80,1,2,0,7,12
"blackch02",2016,1,"COL","NL",143,578,111,187,35,5,29,82,17,9,43,102,4,13,3,4,2
"blancan01",2016,1,"PHI","NL",90,190,26,48,15,1,4,21,2,3,11,41,0,7,0,1,7
"blancgr01",2016,1,"SFN","NL",106,241,28,54,10,4,1,18,6,3,29,51,4,1,1,1,5
"bogaexa01",2016,1,"BOS","AL",157,652,115,192,34,1,21,89,13,4,58,123,0,6,0,3,14
"bourjpe01",2016,1,"PHI","NL",123,355,40,89,20,7,5,23,6,4,17,91,2,4,6,1,6
"bourju01",2016,1,"MIA","NL",90,280,35,74,12,1,15,51,0,0,38,56,9,0,0,3,8
"bournmi01",2016,1,"ARI","NL",89,329,43,86,12,6,3,30,13,5,22,83,0,0,6,1,3
"bradlja02",2016,1,"BOS","AL",156,558,94,149,30,7,26,87,9,2,63,143,5,10,0,5,10
"braunry02",2016,1,"MIL","NL",135,511,80,156,23,3,30,91,16,5,46,98,10,4,0,3,20
"bregmal01",2016,1,"HOU","AL",49,201,31,53,13,3,8,34,2,0,15,52,0,0,0,1,1
"browntr01",2016,1,"SFN","NL",75,173,17,41,7,0,5,19,0,1,10,39,0,1,0,0,2
"broxtke01",2016,1,"MIL","NL",75,207,28,50,10,1,9,19,23,4,36,88,0,0,1,0,2
"bruceja01",2016,1,"CIN","NL",97,370,60,98,22,6,25,80,4,2,27,83,3,2,0,3,11
"bruceja01",2016,2,"NYN","NL",50,169,14,37,5,0,8,19,0,0,17,43,4,1,0,0,3
"bryankr01",2016,1,"CHN","NL",155,603,121,176,35,3,39,102,8,5,75,154,5,18,0,3,3
"burnsbi02",2016,1,"OAK","AL",73,274,32,64,11,4,0,12,14,3,10,30,2,4,3,1,3
"butlebi03",2016,1,"OAK","AL",85,221,24,61,16,0,4,31,0,0,19,34,1,0,0,2,13
"buxtoby01",2016,1,"MIN","AL",92,298,44,67,19,6,10,38,10,2,23,118,0,3,4,3,2
"cabreas01",2016,1,"NYN","NL",141,521,65,146,30,1,23,62,5,1,38,103,3,7,0,2,14
"cabreme01",2016,1,"CHA","AL",151,591,70,175,42,5,14,86,2,0,47,69,2,0,3,5,17
"cabremi01",2016,1,"DET","AL",158,595,92,188,31,1,38,108,0,0,75,116,15,4,0,5,26
"cabrera01",2016,1,"CIN","NL",61,171,11,42,10,0,3,23,1,1,8,30,1,1,2,3,5
"cainlo01",2016,1,"KCA","AL",103,397,56,114,19,1,9,56,14,5,31,84,3,2,0,4,15
"calhoko01",2016,1,"LAA","AL",157,594,91,161,35,5,18,75,2,3,67,118,0,6,0,5,10
